dept;siren;raison_sociale;nature_juridique;mode_financ;nb_membres;total_pop_tot;total_pop_mun;dep_com;insee;siren_membre;nom_membre;ptot_2025;pmun_2025
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01304;210103040;Pont-d'Ain;2 912;2 862
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01199;210101994;Jujurieux;2 246;2 209
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01363;210103636;Saint-Jean-le-Vieux;1 873;1 799
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01314;210103149;Priay;1 826;1 803
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01273;210102737;Neuville-sur-Ain;1 823;1 798
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01303;210103032;Poncin;1 792;1 766
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01068;210100681;Cerdon;771;755
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01430;210104303;Varambon;675;664
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01056;210100566;Boyeux-Saint-Jérôme;370;362
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01200;210102000;Labalme;213;207
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01331;210103313;Saint-Alban;196;195
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01077;210100772;Challes-la-Montagne;187;185
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01404;210104048;Serrières-sur-Ain;137;135
01;200029999;CC Rives de l'Ain - Pays du Cerdon;CC;FPU;14;15 156;14 873;01;01242;210102422;Mérignat;135;133
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01034;210100343;Belley;9 584;9 270
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01138;200099406;Culoz-Béon;3 485;3 416
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01036;200086411;Valromey-sur-Séran;1 375;1 350
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01338;200060143;Groslée-Saint-Benoit;1 258;1 232
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01098;200063121;Chazey-Bons;1 186;1 165
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01022;210100228;Artemare;1 156;1 141
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01061;210100616;Brens;1 151;1 117
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01454;210104543;Virignin;1 143;1 122
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01452;210104527;Virieu-le-Grand;1 134;1 110
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01073;210100731;Ceyzérieu;1 051;1 028
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01286;200059913;Parves et Nattages;980;943
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01294;210102943;Peyrieu;937;918
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01079;210100798;Champagne-en-Valromey;857;826
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01058;210100582;Brégnier-Cordon;831;812
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01187;931304075;Haut Valromey;802;777
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01453;200086403;Arvière-en-Valromey;731;715
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01015;200053668;Arboys en Bugey;699;688
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01227;200084978;Magnieu;663;651
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01239;210102398;Massignieu-de-Rives;662;653
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01415;210104154;Talissieu;520;514
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01116;210101168;Contrevoz;503;489
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01372;210103727;Saint-Martin-de-Bavel;445;431
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01141;210101416;Cuzieu;431;423
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01358;210103586;Saint-Germain-les-Paroisses;431;423
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01133;210101333;Cressin-Rochefort;389;384
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01009;210100095;Andert-et-Condon;343;335
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01310;210103107;Prémeyzel;248;245
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01268;210102687;Murs-et-Gélignieux;242;239
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01193;210101937;Izieu;229;223
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01302;210103024;Pollieu;171;167
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01234;210102349;Marignieu;167;164
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01110;210101101;Colomieu;166;164
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01329;210103297;Rossillon;165;164
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01117;210101176;Conzieu;149;148
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01208;210102083;Lavours;139;138
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01100;210101002;Cheignieu-la-Balme;134;130
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01006;210100061;Ambléon;114;114
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01066;210100665;La Burbanche;98;97
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01456;210104568;Vongnes;73;71
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01162;210101622;Flaxieu;67;64
01;200040350;CC Bugey Sud;CC;FPU;41;34 938;34 086;01;01019;210100194;Armix;29;25
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01427;210104279;Trévoux;7 095;6 931
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01322;210103222;Reyrieux;5 334;5 228
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01238;210102380;Massieux;2 794;2 733
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01166;210101663;Frans;2 585;2 547
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01157;210101572;Fareins;2 583;2 524
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01250;210102505;Misérieux;2 286;2 010
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01347;210103479;Saint-Didier-de-Formans;2 244;2 176
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01105;210101051;Civrieux;2 040;1 986
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01005;210100053;Ambérieux-en-Dombes;1 941;1 917
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01353;210103537;Sainte-Euphémie;1 780;1 741
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01446;210104469;Villeneuve;1 628;1 603
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01339;210103396;Saint-Bernard;1 572;1 544
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01021;210100210;Ars-sur-Formans;1 541;1 513
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01398;210103982;Savigneux;1 480;1 459
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01285;210102851;Parcieux;1 348;1 317
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01423;210104238;Toussieux;1 242;1 228
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01362;210103628;Saint-Jean-de-Thurigneux;862;850
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01030;210100301;Beauregard;841;826
01;200042497;CC Dombes Saône Vallée;CC;FPU;19;41 975;40 893;01;01318;210103180;Rancé;779;760
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01283;210102836;Oyonnax;22 804;22 378
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01185;200086122;Plateau d'Hauteville;4 948;4 790
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01031;210100319;Bellignat;3 830;3 581
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01265;210102653;Montréal-la-Cluse;3 671;3 584
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01269;210102695;Nantua;3 591;3 431
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01014;210100145;Arbent;3 562;3 482
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01192;210101929;Izernore;2 317;2 262
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01148;210101481;Dortan;2 053;2 013
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01237;210102372;Martignat;1 708;1 667
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01181;210101812;Groissiat;1 265;1 216
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01170;210101705;Béard-Géovreissiat;1 085;1 048
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01373;210103735;Saint-Martin-du-Frêne;1 058;1 027
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01267;210102679;Nurieux-Volognat;1 002;973
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01171;210101713;Géovreisset;864;843
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01307;210103073;Port;864;843
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01152;210101523;Échallon;800;774
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01204;200053395;Le Poizat-Lalleyriat;759;740
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01441;210104410;Vieu-d'Izenave;744;727
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01228;210102281;Maillat;707;693
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01392;210103925;Samognat;674;645
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01080;200056695;Champdor-Corcelles;670;655
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01240;210102406;Matafelon-Granges;648;630
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01274;210102745;Les Neyrolles;636;623
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01063;210100632;Brion;607;591
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01060;210100608;Brénod;558;547
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01112;210101127;Condamine;483;477
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01011;210100111;Apremont;409;399
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01012;210100129;Aranc;342;329
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01035;210100350;Belleydoux;314;306
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01410;210104105;Sonthonnax-la-Montagne;294;287
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01087;210100871;Charix;288;280
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01206;210102067;Lantenay;276;265
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01067;210100673;Ceignes;275;263
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01282;210102828;Outriaz;266;258
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01214;210102141;Leyssard;168;163
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01191;210101911;Izenave;165;159
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01101;210101010;Chevillard;157;149
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01293;210102935;Peyriat;154;150
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01155;210101556;Évosges;148;143
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01121;210101218;Corlier;117;116
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01051;210100517;Bolozon;99;99
01;200042935;CA Haut-Bugey Agglomération;CA;FPU;42;65 428;63 653;01;01311;210103115;Prémillieu;48;47
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01093;210100939;Châtillon-sur-Chalaronne;5 357;5 154
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01443;210104436;Villars-les-Dombes;5 153;5 059
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01333;210103339;Saint-André-de-Corcy;3 414;3 369
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01074;210100749;Chalamont;2 582;2 544
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01248;210102489;Mionnay;2 365;2 309
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01389;210103891;Saint-Trivier-sur-Moignans;1 946;1 910
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01092;210100921;Châtillon-la-Palud;1 737;1 675
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01383;210103834;Saint-Paul-de-Varax;1 658;1 637
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01272;210102729;Neuville-les-Dames;1 559;1 540
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01371;210103719;Saint-Marcel;1 320;1 300
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01235;210102356;Marlieux;1 270;1 186
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01083;210100830;Chaneins;1 060;1 041
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01381;210103818;Saint-Nizier-le-Désert;935;922
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01001;210100012;L'Abergement-Clémenciat;875;859
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01113;210101135;Condeissiat;827;815
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01449;210104493;Villette-sur-Ain;778;763
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01261;210102612;Monthieux;683;673
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01028;210100285;Baneins;635;618
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01328;210103289;Romans;632;628
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01412;210104121;Sulignat;619;605
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01393;210103933;Sandrans;592;578
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01299;210102992;Le Plantay;577;569
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01434;210104345;Versailleux;510;500
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01319;210103198;Relevant;476;467
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01146;210101465;Dompierre-sur-Chalaronne;456;453
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01335;210103354;Saint-André-le-Bouchoux;433;427
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01085;210100855;La Chapelle-du-Châtelard;397;391
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01090;210100905;Châtenay;363;358
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01382;210103826;Sainte-Olive;361;357
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01207;210102075;Lapeyrouse;342;337
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01052;210100525;Bouligneux;329;323
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01129;210101291;Crans;321;316
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01045;210100459;Birieux;287;280
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01359;210103594;Saint-Germain-sur-Renon;264;262
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01356;210103560;Saint-Georges-sur-Renon;217;214
01;200069193;CC de la Dombes;CC;FPU;36;41 461;40 570;01;01428;210104287;Valeins;131;131
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01263;210102638;Montmerle-sur-Saône;3 888;3 798
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01348;210103487;Saint-Didier-sur-Chalaronne;3 029;2 969
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01351;210103511;Saint-Étienne-sur-Chalaronne;1 652;1 625
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01420;210104204;Thoissey;1 652;1 644
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01165;210101655;Francheleins;1 628;1 593
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01183;210101838;Guéreins;1 532;1 503
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01075;210100756;Chaleins;1 469;1 436
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01243;210102430;Messimy-sur-Saône;1 351;1 312
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01258;210102588;Montceaux;1 225;1 202
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01252;210102521;Mogneneins;848;824
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01188;210101887;Illiat;717;696
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01167;210101671;Garnerans;697;685
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01169;210101697;Genouilleux;696;675
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01295;210102950;Peyzieux-sur-Saône;666;656
01;200070118;CC Val de Saône Centre;CC;FPU;15;21 470;21 022;01;01225;210102257;Lurcy;420;404
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01457;210104576;Vonnas;3 277;3 233
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01246;210102463;Mézériat;2 216;2 179
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01179;210101796;Grièges;1 952;1 909
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01343;210103438;Saint-Cyr-sur-Menthon;1 898;1 867
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01134;210101341;Crottet;1 887;1 844
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01306;210103065;Pont-de-Veyle;1 688;1 600
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01203;210102034;Laiz;1 316;1 292
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01123;210101234;Cormoranche-sur-Saône;1 197;1 165
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01365;210103651;Saint-Jean-sur-Veyle;1 176;1 154
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01096;210100962;Chaveyriat;1 075;1 057
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01136;210101366;Cruzilles-lès-Mépillat;969;951
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01084;210100848;Chanoz-Châtenay;961;943
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01046;210100467;Biziat;909;897
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01291;210102919;Perrex;882;861
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01368;210103685;Saint-Julien-sur-Veyle;871;853
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01334;210103347;Saint-André-d'Huiriat;686;671
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01355;210103552;Saint-Genis-sur-Menthon;496;488
01;200070555;CC de la Veyle;CC;FPU;18;23 753;23 254;01;01042;210100426;Bey;297;290
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01025;200077220;Bâgé-Dommartin;4 158;4 057
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01320;210103206;Replonges;4 011;3 929
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01159;210101598;Feillens;3 457;3 388
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01305;210103057;Pont-de-Vaux;2 226;2 184
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01231;210102315;Manziat;2 027;1 985
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01337;210103370;Saint-Bénigne;1 380;1 351
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01026;210100269;Bâgé-le-Châtel;1 053;987
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01323;210103230;Reyssouze;1 021;1 003
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01102;210101028;Chevroux;1 000;981
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01332;210103321;Saint-André-de-Bâgé;837;819
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01175;210101754;Gorrevod;805;782
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01094;210100947;Chavannes-sur-Reyssouze;765;746
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01284;210102844;Ozan;735;721
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01402;210104022;Sermoyer;669;659
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01352;210103529;Saint-Étienne-sur-Reyssouze;588;576
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01057;210100574;Boz;525;509
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01016;210100160;Arbigny;468;459
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01050;210100509;Boissey;394;390
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01439;210104394;Vésines;98;97
01;200071371;CC Bresse et Saône;CC;FPU;20;26 294;25 700;01;01023;210100236;Asnières-sur-Saône;77;77
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01053;210100533;Bourg-en-Bresse;43 696;42 065
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01451;210104519;Viriat;7 086;6 955
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01289;210102893;Péronnas;6 685;6 437
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01344;210103446;Saint-Denis-lès-Bourg;6 237;6 078
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01024;210100244;Attignat;3 440;3 372
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01072;210100723;Ceyzériat;3 389;3 306
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01301;210103016;Polliat;2 742;2 694
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01266;210102661;Montrevel-en-Bresse;2 706;2 661
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01350;210103503;Saint-Étienne-du-Bois;2 619;2 569
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01426;200057347;Val-Revermont;2 547;2 494
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01130;200086965;Bresse Vallons;2 432;2 393
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01232;210102323;Marboz;2 306;2 262
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01254;210102547;Montagnat;2 209;2 164
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01163;210101630;Foissiat;2 057;2 024
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01374;210103743;Saint-Martin-du-Mont;1 985;1 953
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01065;210100657;Buellas;1 950;1 884
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01195;210101952;Jasseron;1 941;1 900
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01069;210100699;Certines;1 557;1 518
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01211;210102117;Lent;1 493;1 459
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01241;210102414;Meillonnas;1 418;1 383
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01447;210104477;Villereversure;1 418;1 391
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01422;210104220;Tossiat;1 417;1 389
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01115;210101150;Confrançon;1 388;1 357
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01405;210104055;Servas;1 313;1 287
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01108;210101085;Coligny;1 309;1 294
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01196;210101960;Jayat;1 298;1 276
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01229;210102299;Malafretaz;1 262;1 235
01;200071751;CA du Bassin de Bourg-en-Bresse;CA;FPU;74;139 518;135 794;01;01145;210101457;Dompierre-sur-Veyle;1 246;1 225
