,nom,siren,nature
1439,SM du traitement des ordures menagères et autres déchets (SIRTOMAD),258201029,SMF
1440,Syndicat départemental des déchets ,258201367,SMO
1441,Métropole Toulon-Provence-Méditerranée,248300543,METRO
1442,Estérel Côte d'Azur Agglomération,200035319,CA
1443,CA de la Provence Verte,200068104,CA
1444,CA Sud Sainte Baume,248300394,CA
1445,Dracénie Provence Verdon Agglomération,248300493,CA
1446,CC du Pays de Fayence,200004802,CC
1447,CC Méditerranée Porte des Maures,200027100,CC
1448,CC du Golfe de Saint-Tropez,200036077,CC
1449,CC Provence Verdon,200040202,CC
1450,CC Lacs et Gorges du Verdon,200040210,CC
1451,CC de la Vallée du Gapeau,248300410,CC
1452,CC Coeur du Var,248300550,CC
1453,SM du Haut Var,200046852,SMF
1454,SM de la zone du Verdon,248300089,SMF
1455,SM du développement durable de l'Est Var pour le traitement et la valorisation des déchets ménagers,258300581,SMF
1456,SM de transport et de traitement des ordures ménagères de l'aire toulonnaise (SITTOMAT),258300953,SMF
1457,Syndicat de valorisation et d'élimination des déchets nouvelle génération (SIVED NG),258302637,SMF
1458,CA Luberon Monts de Vaucluse,200040442,CA
1459,CA Ventoux-Comtat-Venaissin (COVE),248400053,CA
1460,CA du Grand Avignon (COGA),248400251,CA
1461,CC Rhône Lez Provence,200000628,CC
1462,CC Ventoux Sud,200035723,CC
1463,CC Pays d'Apt-Luberon,200040624,CC
1464,CC Enclave des Papes-Pays de Grignan,200040681,CC
1465,CC Aygues-Ouvèze en Provence (CCAOP),248400160,CC
1466,CC du Pays Réuni d'Orange,248400236,CC
1467,CC Territoriale Sud-Luberon,248400285,CC
1468,CC des Sorgues du Comtat,248400293,CC
1469,CC du Pays des Sorgues et des Monts de Vaucluse,248400319,CC
1470,CC Vaison Ventoux,248400335,CC
1471,SM pour la valorisation des déchets du pays d'Avignon (SIDOMRA),258400134,SMF
1472,"SM intercommunautaire pour l'étude, la construction et l'exploitation d'unités de traitement des ordures ménagères de la région de Cavaillon (SIECEUTOM)",258400472,SMF
1473,SM ramassage et traitement ordures ménagères de la région d'Apt (SIRTOM d'Apt),258402510,SMF
1474,SM chargé du SCOT de la région de Cavaillon,258403013,SMF
1475,CA Les Sables d'Olonne Agglomération,200071165,CA
1476,CA La Roche sur Yon - Agglomération,248500589,CA
1477,CC du Pays de Saint-Gilles-Croix-de-Vie,200023778,CC
1478,"CC Terres de Montaigu, CC Montaigu-Rocheservière",200070233,CC
1479,CC Challans-Gois Communauté,200071629,CC
1480,CC Vendée Grand Littoral,200071900,CC
1481,CC du Pays de Saint-Fulgent - Les Essarts,200071918,CC
1482,CC du Pays de Fontenay-Vendée,200071934,CC
1483,CC de Vie et Boulogne,200072882,CC
1484,CC Sud Vendée Littoral,200073260,CC
1485,CC de l'Ile de Noirmoutier,248500191,CC
1486,CC Océan Marais de Monts,248500258,CC
1487,CC Pays de Chantonnay,248500340,CC
1488,CC du Pays de la Châtaigneraie,248500415,CC
1489,CC du Pays de Pouzauges,248500464,CC
1490,CC du Pays des Achards,248500530,CC
1491,"CC Vendée, Sèvre, Autise",248500563,CC
1492,CC du Pays des Herbiers,248500621,CC
1493,CC du Pays de Mortagne,248500662,CC
1494,SYCODEM Sud Vendée,258500446,SMF
1495,Syndicat de collecte des ordures ménagères (SCOM) de l'Est Vendéen,258500651,SMF
1496,SM départemental d'études et de traitement des déchets ménagers et assimilés de Vendée (TRIVALIS),258502962,SMF
1497,CU du Grand Poitiers,200069854,CU
1498,CA Grand Châtellerault,248600413,CA
1499,CC des Vallées du Clain,200043628,CC
1500,CC du Haut-Poitou,200069763,CC
1501,CC du Civraisien en Poitou,200070035,CC
1502,CC Vienne et Gartempe,200070043,CC
1503,CC du Pays Loudunais,248600447,CC
1504,Syndicat interdépartemental mixte pour l'équipement rural,258600493,SMO
1505,CU Limoges Métropole,248719312,CU
1506,CC Briance Sud Haute Vienne,200040814,CC
1507,CC Porte Océane du Limousin,200059400,CC
1508,CC Elan Limousin Avenir Nature,200066512,CC
1509,CC Ouest Limousin,200066520,CC
1510,CC Pays de Nexon Monts de Chalus,200070506,CC
1511,CC Haut Limousin en Marche,200071942,CC
1512,CC du Pays de Saint Yrieix,248700189,CC
1513,CC Gartempe - Saint Pardoux,248719262,CC
1514,CC du Val de Vienne,248719288,CC
1515,CC Briance-Combade,248719338,CC
1516,CC des Portes de Vassivière,248719353,CC
1517,CC de Noblat,248719361,CC
1518,SI de collecte et de traitement des ordures ménagères de Sud Haute-Vienne,258718741,SMF
1519,SM départemental pour l'élimination des déchets ménagers et assimilés,258700251,SMO
1520,CA d'Epinal,200068757,CA
1521,CA de Saint-Dié-des-Vosges,200071066,CA
1522,CC de la Région de Rambervillers,200005957,CC
1523,CC des Ballons des Hautes-Vosges,200033868,CC
1524,CC Bruyères-Vallons des Vosges,200042000,CC
1525,CC de Mirecourt Dompaire,200068369,CC
1526,CC de la Porte des Vosges Méridionales,200068377,CC
1527,CC de l'Ouest Vosgien,200068559,CC
1528,CC Terre d'Eau,200068682,CC
1529,CC des Vosges côté Sud Ouest,200068773,CC
1530,CC des Hautes Vosges,200071157,CC
1531,SIVOM de Grand,248800088,SIVOM
1532,SI de la vallée de la Roche-Harchéchamp,248800245,SIVOM
1533,SM de collecte et de traitement des déchets ménagers et assimilés de la région de Lerrain,200071280,SMF
1534,SM de collecte et de valorisation des déchets ménagers de la région d'Epinal,258801422,SMF
1535,ÉVODIA,258802560,SMF
1536,CA de l'Auxerrois,200067114,CA
1537,CA du Grand Sénonais,248900334,CA
1538,CC Le Tonnerrois en Bourgogne,200039642,CC
1539,CC du Serein,200039709,CC
1540,"CC Avallon, Vézelay, Morvan",200039758,CC
1541,CC Chablis Villages et Terroirs,200067080,CC
1542,CC de Puisaye-Forterre,200067130,CC
1543,CC Serein et Armance,200067304,CC
1544,CC de l'Agglomération Migennoise,248900383,CC
1545,CC de l'Aillantais en Bourgogne,248900524,CC
1546,CC de la Vanne et du Pays d'Othe,248900664,CC
1547,CC du Gâtinais en Bourgogne,248900748,CC
1548,CC Yonne Nord,248900896,CC
1549,CC du Jovinien,248900938,CC
1550,CA Grand Belfort,200069052,CA
1551,CC des Vosges du Sud,200069060,CC
1552,CC du Sud Territoire,249000241,CC
1553,SM pour la collecte et le traitement des ordures ménagères de la zone sous-vosgienne,200075133,SMF
1554,SM d'études et de réalisation pour le traitement intercommunal des déchets,259000735,SMF
1555,CA Etampois Sud Essonne,200017846,CA
1556,CA Communauté Paris-Saclay,200056232,CA
1557,CA Coeur d'Essonne Agglomération,200057859,CA
1558,CA Val d'Yerres Val de Seine,200058477,CA
1559,CA Grand Paris Sud Seine Essonne Sénart,200059228,CA
1560,CC du Pays de Limours (CCPL),249100074,CC
1561,CC des 2 Vallées,249100157,CC
1562,CC du Val d'Essonne (CCVE),249100546,CC
1563,CC Entre Juine et Renarde (CCEJR),249100553,CC
1564,CC le Dourdannais en Hurepoix (CCDH),249100595,CC
1565,SM des ordures ménagères de la vallée de Chevreuse,200062321,SMF
1566,SIRTOM du Sud-Francilien,200066959,SMF
1567,"Syndicat pour l'innovation, le recyclage et l'énergie par les déchets et ordures ménagères (SIREDOM) - Agence Sud Francilienne pour l'énergie, les déchets et l'environnement",200077832,SMF
1568,SM Massy-Antony-Hauts-de-Bièvre pour le chauffage urbain et le traitement des résidus ménagers (SIMACUR),259100741,SMF
1569,SM d'élimination des déchets de la région d'Etampes (SEDRE),259101988,SMF
1570,SM de la vallée de l'Yerres et des Sénarts,259102705,SMF
1571,Vallée Sud-Grand Paris,200057966,EPT
1572,Grand Paris Seine Ouest,200057974,EPT
1573,Paris Ouest La Défense,200057982,EPT
1574,Boucle Nord de Seine,200057990,EPT
1575,Plaine Commune,200057867,EPT
1576,Est Ensemble,200057875,EPT
1577,Paris Terres d'Envol,200058097,EPT
1578,Grand Paris Grand Est,200058790,EPT
1579,SM de traitement des déchets urbains du Val-de-Marne (SMITDUVM),259400992,SMF
1580,#ParisEstMarne&Bois,200057941,EPT
1581,Grand Paris Sud Est Avenir,200058006,EPT
1582,Grand-Orly Seine Bièvre,200058014,EPT
1583,CA Roissy Pays de France,200055655,CA
1584,CA Plaine Vallée,200056380,CA
1585,CA Val Parisis,200058485,CA
1586,CA de Cergy-Pontoise,249500109,CA
1587,CC Vexin Centre,200035970,CC
1588,CC Carnelle Pays-de-France,200073013,CC
1589,CC Sausseron Impressionnistes,249500430,CC
1590,CC de la Vallée de l'Oise et des Trois Forêts,249500455,CC
1591,CC du Haut Val d'Oise,249500489,CC
1592,CC du Vexin-Val de Seine,249500513,CC
1593,SM pour la valorisation des déchets ménagers dénommé Azur,259500023,SMF
1594,SM pour la collecte et le traitement des ordures ménagères de la région de L'Isle-Adam (SICTOMIA) ,259500288,SMF
1595,SM Tri-Action,259501211,SMF
1596,SM de ramassage et de traitement des ordures ménagères du Vexin (SMIRTOM du Vexin),259501252,SMF
1597,SM pour la gestion et l'incinération des déchets urbains de la région de Sarcelles  (SIGIDURS),259502086,SMF
1598,SM pour la collecte et le traitement des déchets de la vallée de Montmorency dénommé Syndicat Émeraude,259502367,SMF
1599,CA CAP Excellence,200018653,CA
1600,CA La Riviéra du Levant,200041507,CA
1601,CA du Nord Grande Terre,200044691,CA
1602,CA du Nord Basse-Terre,249710062,CA
1603,CA Grand Sud Caraïbe,249710070,CA
1604,CC de Marie-Galante,249710047,CC
1605,Syndicat de valorisation des déchets,200044709,SMO
1606,SM d'Innovation et de Valorisation de Guadeloupe (SINNOVAL Guadeloupe),200095834,SMO
1607,CA du Pays Nord Martinique,200041788,CA
1608,CA de l'Espace Sud de la Martinique,249720053,CA
1609,CA du Centre de la Martinique,249720061,CA
1610,Syndicat martiniquais pour le traitement et la valorisation des déchets,259720084,SMF
1611,CA du Centre Littoral,249730045,CA
1612,CC des Savanes,200027548,CC
1613,CC de l'Ouest Guyanais,249730037,CC
1614,CC de l'Est Guyanais,249730052,CC
1615,CA CIVIS (Communauté Intercommunale des Villes Solidaires),249740077,CA
1616,CA du Sud,249740085,CA
1617,CA Intercommunale de la Réunion Est (CIREST),249740093,CA
1618,CA Territoire de la Côte Ouest (TCO),249740101,CA
1619,CA Intercommunale du Nord de la Réunion (CINOR),249740119,CA
1620,SM de traitement des déchets des microrégions Sud et Ouest de La Réunion,200045342,SMO
1621,SM de traitement des déchets des microrégions Nord et Est de la Réunion,200050052,SMO
1622,CA de Dembeni / Mamoudzou,200060457,CA
1623,CA du Grand Nord de Mayotte,200060465,CA
1624,CC de Petite-Terre,200050532,CC
1625,CC du Centre-Ouest,200059871,CC
1626,CC du Sud,200060473,CC
1627,SI d'élimination et de valorisation des déchets de Mayotte,200089886,SMF
